segment_id	utterance_id	onset	offset	duration
jp_S008_c28_01_seg	jp_S008_c28_01	0.680000	0.970000	0.290000
jp_S008_c28_02_seg	jp_S008_c28_02	0.660000	0.950000	0.290000
jp_S008_c29_01_seg	jp_S008_c29_01	0.670000	0.930000	0.260000
jp_S008_c29_02_seg	jp_S008_c29_02	0.650000	0.930000	0.280000
jp_S008_c30_01_seg	jp_S008_c30_01	0.390000	0.790000	0.400000
jp_S008_c30_02_seg	jp_S008_c30_02	0.420000	0.810000	0.390000
jp_S008_c31_01_seg	jp_S008_c31_01	0.500000	0.880000	0.380000
jp_S008_c31_02_seg	jp_S008_c31_02	0.490000	0.880000	0.390000
jp_S008_c32_01_seg	jp_S008_c32_01	0.620000	0.960000	0.340000
jp_S008_c32_02_seg	jp_S008_c32_02	0.624886	0.911514	0.286625
jp_S008_c33_01_seg	jp_S008_c33_01	0.810714	1.268879	0.458167
jp_S008_c33_02_seg	jp_S008_c33_02	0.743417	1.196609	0.453188
jp_S008_c34_01_seg	jp_S008_c34_01	0.480000	0.960000	0.480000
jp_S008_c34_02_seg	jp_S008_c34_02	0.490000	0.910000	0.420000
jp_S008_c35_01_seg	jp_S008_c35_01	0.620000	1.040000	0.420000
jp_S008_c35_02_seg	jp_S008_c35_02	0.580000	0.990000	0.410000
jp_S008_c36_01_seg	jp_S008_c36_01	0.550000	0.940000	0.390000
jp_S008_c36_02_seg	jp_S008_c36_02	0.580000	0.950000	0.370000
jp_S008_c37_01_seg	jp_S008_c37_01	0.420000	0.690000	0.270000
jp_S008_c37_02_seg	jp_S008_c37_02	0.490000	0.750000	0.260000
jp_S008_c38_01_seg	jp_S008_c38_01	0.580000	0.860000	0.280000
jp_S008_c38_02_seg	jp_S008_c38_02	0.510000	0.800000	0.290000
jp_S008_c39_01_seg	jp_S008_c39_01	0.590000	0.980000	0.390000
jp_S008_c39_02_seg	jp_S008_c39_02	0.590000	0.950000	0.360000
jp_S008_c40_01_seg	jp_S008_c40_01	0.530000	0.890000	0.360000
jp_S008_c40_02_seg	jp_S008_c40_02	0.510000	0.850000	0.340000
jp_S008_c41_01_seg	jp_S008_c41_01	1.140725	1.326852	0.186125
jp_S008_c41_02_seg	jp_S008_c41_02	1.063764	1.287009	0.223229
jp_S008_c42_01_seg	jp_S008_c42_01	0.724683	0.994689	0.270000
jp_S008_c42_02_seg	jp_S008_c42_02	0.680000	0.980000	0.300000
jp_S008_c43_01_seg	jp_S008_c43_01	0.822723	1.169952	0.347229
jp_S008_c43_02_seg	jp_S008_c43_02	0.819161	1.157761	0.338604
jp_S008_c44_01_seg	jp_S008_c44_01	0.580000	0.900000	0.320000
jp_S008_c44_02_seg	jp_S008_c44_02	0.560000	0.910000	0.350000
jp_S008_c45_01_seg	jp_S008_c45_01	0.550000	0.940000	0.390000
jp_S008_c45_02_seg	jp_S008_c45_02	0.530000	0.930000	0.400000
jp_S008_c46_01_seg	jp_S008_c46_01	0.710000	1.000000	0.290000
jp_S008_c46_02_seg	jp_S008_c46_02	0.720000	0.970000	0.250000
jp_S009_c01_01_seg	jp_S009_c01_01	0.190000	0.440000	0.250000
jp_S009_c01_02_seg	jp_S009_c01_02	0.180000	0.430000	0.250000
jp_S009_c02_01_seg	jp_S009_c02_01	0.170000	0.430000	0.260000
jp_S009_c02_02_seg	jp_S009_c02_02	0.180000	0.440000	0.260000
jp_S009_c03_01_seg	jp_S009_c03_01	0.178782	0.408065	0.229271
jp_S009_c03_02_seg	jp_S009_c03_02	0.150000	0.440000	0.290000
jp_S009_c04_01_seg	jp_S009_c04_01	0.180000	0.430000	0.250000
jp_S009_c04_02_seg	jp_S009_c04_02	0.180000	0.450000	0.270000
jp_S009_c05_01_seg	jp_S009_c05_01	0.170000	0.420000	0.250000
jp_S009_c05_02_seg	jp_S009_c05_02	0.180000	0.450000	0.270000
jp_S009_c06_01_seg	jp_S009_c06_01	0.180000	0.450000	0.270000
jp_S009_c06_02_seg	jp_S009_c06_02	0.170000	0.450000	0.280000
jp_S009_c07_01_seg	jp_S009_c07_01	0.177475	0.511167	0.333688
jp_S009_c07_02_seg	jp_S009_c07_02	0.150000	0.500000	0.350000
jp_S009_c08_01_seg	jp_S009_c08_01	0.180000	0.520000	0.340000
jp_S009_c08_02_seg	jp_S009_c08_02	0.150000	0.600000	0.450000
jp_S009_c09_01_seg	jp_S009_c09_01	0.150000	0.470000	0.320000
jp_S009_c09_02_seg	jp_S009_c09_02	0.150000	0.480000	0.330000
jp_S009_c10_01_seg	jp_S009_c10_01	0.190000	0.730000	0.540000
jp_S009_c10_02_seg	jp_S009_c10_02	0.170000	0.680000	0.510000
jp_S009_c11_01_seg	jp_S009_c11_01	0.154339	0.558582	0.404250
jp_S009_c11_02_seg	jp_S009_c11_02	0.150236	0.589187	0.438958
jp_S009_c12_01_seg	jp_S009_c12_01	0.180000	0.540000	0.360000
jp_S009_c12_02_seg	jp_S009_c12_02	0.180000	0.560000	0.380000
jp_S009_c13_01_seg	jp_S009_c13_01	0.180000	0.530000	0.350000
jp_S009_c13_02_seg	jp_S009_c13_02	0.190000	0.560000	0.370000
jp_S009_c14_01_seg	jp_S009_c14_01	0.180000	0.440000	0.260000
jp_S009_c14_02_seg	jp_S009_c14_02	0.180000	0.460000	0.280000
jp_S009_c15_01_seg	jp_S009_c15_01	0.170000	0.370000	0.200000
jp_S009_c15_02_seg	jp_S009_c15_02	0.140000	0.370000	0.230000
jp_S009_c16_01_seg	jp_S009_c16_01	0.120000	0.500000	0.380000
jp_S009_c16_02_seg	jp_S009_c16_02	0.160000	0.620000	0.460000
jp_S009_c17_01_seg	jp_S009_c17_01	0.170000	0.500000	0.330000
jp_S009_c17_02_seg	jp_S009_c17_02	0.180000	0.520000	0.340000
jp_S009_c18_01_seg	jp_S009_c18_01	0.070000	0.290000	0.220000
jp_S009_c18_02_seg	jp_S009_c18_02	0.130000	0.410000	0.280000
jp_S009_c19_01_seg	jp_S009_c19_01	0.180000	0.570000	0.390000
jp_S009_c19_02_seg	jp_S009_c19_02	0.180000	0.590000	0.410000
jp_S009_c20_01_seg	jp_S009_c20_01	0.180000	0.560000	0.380000
jp_S009_c20_02_seg	jp_S009_c20_02	0.180000	0.590000	0.410000
jp_S009_c21_01_seg	jp_S009_c21_01	0.180000	0.610000	0.430000
jp_S009_c21_02_seg	jp_S009_c21_02	0.180000	0.640000	0.460000
jp_S009_c22_01_seg	jp_S009_c22_01	0.170000	0.620000	0.450000
jp_S009_c22_02_seg	jp_S009_c22_02	0.170000	0.710000	0.540000
jp_S009_c23_01_seg	jp_S009_c23_01	0.180000	0.410000	0.230000
jp_S009_c23_02_seg	jp_S009_c23_02	0.180000	0.410000	0.230000
jp_S009_c24_01_seg	jp_S009_c24_01	0.660000	0.970000	0.310000
jp_S009_c24_02_seg	jp_S009_c24_02	0.680000	0.980000	0.300000
jp_S009_c25_01_seg	jp_S009_c25_01	0.420000	0.670000	0.250000
jp_S009_c25_02_seg	jp_S009_c25_02	0.530000	0.800000	0.270000
jp_S009_c26_01_seg	jp_S009_c26_01	0.171068	0.408260	0.237187
jp_S009_c26_02_seg	jp_S009_c26_02	0.870000	1.130000	0.260000
jp_S009_c27_01_seg	jp_S009_c27_01	0.450000	0.700000	0.250000
jp_S009_c27_02_seg	jp_S009_c27_02	0.620000	0.900000	0.280000
jp_S009_c28_01_seg	jp_S009_c28_01	0.570000	0.890000	0.320000
jp_S009_c28_02_seg	jp_S009_c28_02	0.590000	0.900000	0.310000
jp_S009_c29_01_seg	jp_S009_c29_01	0.570000	0.850000	0.280000
jp_S009_c29_02_seg	jp_S009_c29_02	0.580000	0.870000	0.290000
jp_S009_c30_01_seg	jp_S009_c30_01	0.420000	0.850000	0.430000
jp_S009_c30_02_seg	jp_S009_c30_02	0.460000	0.840000	0.380000
jp_S009_c31_01_seg	jp_S009_c31_01	0.480000	0.890000	0.410000
jp_S009_c31_02_seg	jp_S009_c31_02	0.670000	1.110000	0.440000
jp_S009_c32_01_seg	jp_S009_c32_01	0.600000	0.910000	0.310000
jp_S009_c32_02_seg	jp_S009_c32_02	0.690000	1.020000	0.330000
jp_S009_c33_01_seg	jp_S009_c33_01	0.829785	1.357061	0.527271
jp_S009_c33_02_seg	jp_S009_c33_02	0.870000	1.400000	0.530000
jp_S009_c34_01_seg	jp_S009_c34_01	0.600000	1.030000	0.430000
jp_S009_c34_02_seg	jp_S009_c34_02	0.640000	1.060000	0.420000
jp_S009_c35_01_seg	jp_S009_c35_01	0.750000	1.140000	0.390000
jp_S009_c35_02_seg	jp_S009_c35_02	0.710000	1.090000	0.380000
jp_S009_c36_01_seg	jp_S009_c36_01	0.640000	0.980000	0.340000
jp_S009_c36_02_seg	jp_S009_c36_02	0.690000	1.070000	0.380000
jp_S009_c37_01_seg	jp_S009_c37_01	0.400000	0.680000	0.280000
jp_S009_c37_02_seg	jp_S009_c37_02	0.480000	0.810000	0.330000
jp_S009_c38_01_seg	jp_S009_c38_01	0.520000	0.800000	0.280000
jp_S009_c38_02_seg	jp_S009_c38_02	0.700000	0.950000	0.250000
jp_S009_c39_01_seg	jp_S009_c39_01	0.670000	1.070000	0.400000
jp_S009_c39_02_seg	jp_S009_c39_02	0.820000	1.180000	0.360000
jp_S009_c40_01_seg	jp_S009_c40_01	0.700000	1.030000	0.330000
jp_S009_c40_02_seg	jp_S009_c40_02	0.820000	1.160000	0.340000
jp_S009_c41_01_seg	jp_S009_c41_01	1.042833	1.287552	0.244708
jp_S009_c41_02_seg	jp_S009_c41_02	1.054609	1.303256	0.248646
jp_S009_c42_01_seg	jp_S009_c42_01	0.650000	1.080000	0.430000
jp_S009_c42_02_seg	jp_S009_c42_02	0.730000	1.200000	0.470000
jp_S009_c43_01_seg	jp_S009_c43_01	0.977206	1.311873	0.334667
jp_S009_c43_02_seg	jp_S009_c43_02	0.913850	1.304481	0.390625
jp_S009_c44_01_seg	jp_S009_c44_01	0.720000	1.190000	0.470000
jp_S009_c44_02_seg	jp_S009_c44_02	0.700000	1.080000	0.380000
jp_S009_c45_01_seg	jp_S009_c45_01	0.740000	1.190000	0.450000
jp_S009_c45_02_seg	jp_S009_c45_02	0.760000	1.210000	0.450000
jp_S009_c46_01_seg	jp_S009_c46_01	0.800000	1.140000	0.340000
jp_S009_c46_02_seg	jp_S009_c46_02	0.850000	1.210000	0.360000
jp_S010_c01_01_seg	jp_S010_c01_01	0.190000	0.510000	0.320000
jp_S010_c01_02_seg	jp_S010_c01_02	0.190000	0.490000	0.300000
jp_S010_c02_01_seg	jp_S010_c02_01	0.180000	0.470000	0.290000
jp_S010_c02_02_seg	jp_S010_c02_02	0.180000	0.470000	0.290000
jp_S010_c03_01_seg	jp_S010_c03_01	0.154453	0.460763	0.306312
jp_S010_c03_02_seg	jp_S010_c03_02	0.045701	0.391299	0.345583
jp_S010_c04_01_seg	jp_S010_c04_01	0.090000	0.440000	0.350000
jp_S010_c04_02_seg	jp_S010_c04_02	0.070000	0.420000	0.350000
jp_S010_c05_01_seg	jp_S010_c05_01	0.170000	0.480000	0.310000
jp_S010_c05_02_seg	jp_S010_c05_02	0.170000	0.420000	0.250000
jp_S010_c06_01_seg	jp_S010_c06_01	0.180000	0.470000	0.290000
jp_S010_c06_02_seg	jp_S010_c06_02	0.170000	0.450000	0.280000
jp_S010_c07_01_seg	jp_S010_c07_01	0.177514	0.471236	0.293708
jp_S010_c07_02_seg	jp_S010_c07_02	0.100000	0.420000	0.320000
jp_S010_c08_01_seg	jp_S010_c08_01	0.060000	0.510000	0.450000
jp_S010_c08_02_seg	jp_S010_c08_02	0.110000	0.520000	0.410000
jp_S010_c09_01_seg	jp_S010_c09_01	0.030000	0.390000	0.360000
jp_S010_c09_02_seg	jp_S010_c09_02	0.080000	0.450000	0.370000
jp_S010_c10_01_seg	jp_S010_c10_01	0.190000	0.680000	0.490000
jp_S010_c10_02_seg	jp_S010_c10_02	0.180000	0.680000	0.500000
jp_S010_c11_01_seg	jp_S010_c11_01	0.132092	0.588468	0.456375
jp_S010_c11_02_seg	jp_S010_c11_02	0.144599	0.602415	0.457813
jp_S010_c12_01_seg	jp_S010_c12_01	0.180000	0.650000	0.470000
jp_S010_c12_02_seg	jp_S010_c12_02	0.190000	0.600000	0.410000
jp_S010_c13_01_seg	jp_S010_c13_01	0.170000	0.510000	0.340000
jp_S010_c13_02_seg	jp_S010_c13_02	0.180000	0.530000	0.350000
jp_S010_c14_01_seg	jp_S010_c14_01	0.110000	0.370000	0.260000
jp_S010_c14_02_seg	jp_S010_c14_02	0.170000	0.460000	0.290000
jp_S010_c15_01_seg	jp_S010_c15_01	0.100000	0.370000	0.270000
jp_S010_c15_02_seg	jp_S010_c15_02	0.150000	0.410000	0.260000
jp_S010_c16_01_seg	jp_S010_c16_01	0.080000	0.490000	0.410000
jp_S010_c16_02_seg	jp_S010_c16_02	0.160000	0.470000	0.310000
jp_S010_c17_01_seg	jp_S010_c17_01	0.110000	0.480000	0.370000
jp_S010_c17_02_seg	jp_S010_c17_02	0.140000	0.510000	0.370000
jp_S010_c18_01_seg	jp_S010_c18_01	0.170000	0.420000	0.250000
jp_S010_c18_02_seg	jp_S010_c18_02	0.140000	0.390000	0.250000
jp_S010_c19_01_seg	jp_S010_c19_01	0.181634	0.603101	0.421479
jp_S010_c19_02_seg	jp_S010_c19_02	0.190000	0.600000	0.410000
jp_S010_c20_01_seg	jp_S010_c20_01	0.190000	0.620000	0.430000
jp_S010_c20_02_seg	jp_S010_c20_02	0.180000	0.600000	0.420000
jp_S010_c21_01_seg	jp_S010_c21_01	0.130000	0.490000	0.360000
jp_S010_c21_02_seg	jp_S010_c21_02	0.170000	0.540000	0.370000
jp_S010_c22_01_seg	jp_S010_c22_01	0.160000	0.570000	0.410000
jp_S010_c22_02_seg	jp_S010_c22_02	0.170000	0.570000	0.400000
jp_S010_c23_01_seg	jp_S010_c23_01	0.150000	0.400000	0.250000
jp_S010_c23_02_seg	jp_S010_c23_02	0.130000	0.410000	0.280000
jp_S010_c24_01_seg	jp_S010_c24_01	0.510000	0.790000	0.280000
jp_S010_c24_02_seg	jp_S010_c24_02	0.523929	0.787428	0.263500
jp_S010_c25_01_seg	jp_S010_c25_01	0.420000	0.610000	0.190000
jp_S010_c25_02_seg	jp_S010_c25_02	0.520000	0.710000	0.190000
jp_S010_c26_01_seg	jp_S010_c26_01	0.130000	0.440000	0.310000
jp_S010_c26_02_seg	jp_S010_c26_02	0.094058	0.368823	0.274750
jp_S010_c27_01_seg	jp_S010_c27_01	0.500000	0.810000	0.310000
jp_S010_c27_02_seg	jp_S010_c27_02	0.500000	0.820000	0.320000
jp_S010_c28_01_seg	jp_S010_c28_01	0.610000	0.910000	0.300000
jp_S010_c28_02_seg	jp_S010_c28_02	0.600000	0.890000	0.290000
jp_S010_c29_01_seg	jp_S010_c29_01	0.620000	0.880000	0.260000
jp_S010_c29_02_seg	jp_S010_c29_02	0.610000	0.880000	0.270000
jp_S010_c30_01_seg	jp_S010_c30_01	0.390000	0.820000	0.430000
jp_S010_c30_02_seg	jp_S010_c30_02	0.410000	0.840000	0.430000
jp_S010_c31_01_seg	jp_S010_c31_01	0.540000	0.960000	0.420000
jp_S010_c31_02_seg	jp_S010_c31_02	0.500000	0.940000	0.440000
jp_S010_c32_01_seg	jp_S010_c32_01	0.694100	0.947194	0.253083
jp_S010_c32_02_seg	jp_S010_c32_02	0.664795	0.931209	0.266417
jp_S010_c33_01_seg	jp_S010_c33_01	0.860000	1.350000	0.490000
jp_S010_c33_02_seg	jp_S010_c33_02	0.866854	1.352062	0.485208
jp_S010_c34_01_seg	jp_S010_c34_01	0.490000	0.890000	0.400000
jp_S010_c34_02_seg	jp_S010_c34_02	0.500000	0.890000	0.390000
jp_S010_c35_01_seg	jp_S010_c35_01	0.720293	1.084532	0.364250
jp_S010_c35_02_seg	jp_S010_c35_02	0.686240	1.099948	0.413708
jp_S010_c36_01_seg	jp_S010_c36_01	0.670000	1.030000	0.360000
jp_S010_c36_02_seg	jp_S010_c36_02	0.780000	1.130000	0.350000
jp_S010_c37_01_seg	jp_S010_c37_01	0.580000	0.850000	0.270000
jp_S010_c37_02_seg	jp_S010_c37_02	0.520000	0.800000	0.280000
jp_S010_c38_01_seg	jp_S010_c38_01	0.620000	0.910000	0.290000
jp_S010_c38_02_seg	jp_S010_c38_02	0.590000	0.860000	0.270000
jp_S010_c39_01_seg	jp_S010_c39_01	0.590000	0.960000	0.370000
jp_S010_c39_02_seg	jp_S010_c39_02	0.600000	0.980000	0.380000
jp_S010_c40_01_seg	jp_S010_c40_01	0.500000	0.860000	0.360000
jp_S010_c40_02_seg	jp_S010_c40_02	0.590000	0.920000	0.330000
jp_S010_c41_01_seg	jp_S010_c41_01	1.024700	1.193556	0.168854
jp_S010_c41_02_seg	jp_S010_c41_02	1.000000	1.200000	0.200000
jp_S010_c42_01_seg	jp_S010_c42_01	0.660000	0.990000	0.330000
jp_S010_c42_02_seg	jp_S010_c42_02	0.700000	1.070000	0.370000
jp_S010_c43_01_seg	jp_S010_c43_01	0.810246	1.115638	0.305396
jp_S010_c43_02_seg	jp_S010_c43_02	0.771055	1.112461	0.341396
jp_S010_c44_01_seg	jp_S010_c44_01	0.560000	0.920000	0.360000
jp_S010_c44_02_seg	jp_S010_c44_02	0.570000	0.950000	0.380000
jp_S010_c45_01_seg	jp_S010_c45_01	0.600000	1.020000	0.420000
jp_S010_c45_02_seg	jp_S010_c45_02	0.550000	0.950000	0.400000
jp_S010_c46_01_seg	jp_S010_c46_01	0.630000	0.920000	0.290000
jp_S010_c46_02_seg	jp_S010_c46_02	0.672095	0.897749	0.225646
